"","site_number","study_number","lon","lat","X.1","X","reference","site_name","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI","cells_deforestation","deforest_prop"
"151","1584_9",1584,-60.59285,2.634233333,8780,27351,"McKeon2013",NA,"1584_9","Brazil","Seepage","Primary vegetation","primary vegetation","minimal","Anopheles janconnae","Anopheles","janconnae","catch per unit effort",NA,"2009",2009,"2011","500 ml dipper",1,"unit effort","outdoor",NA,NA,"larvae",21,NA,"multiple","Guianan savanna","Tropical & Subtropical Grasslands, Savannas & Shrublands","1584_1",21,"Anopheles janconnae","minimal","primary vegetation-minimal",0,0
"152","1618_1",1618,-73.21979,-3.49251,8899,27472,"Carrasco2019","lib-1","1618_1","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-March","12/09/2016",2016,"01/03/2017","larval dip",0.333333333,"average visits","outdoor","both",NA,"larvae",19,6.333333333,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_7",57.000000057,"Anopheles darlingi","minimal","primary vegetation-minimal",21,4.07989966422095
"153","1618_10",1618,-73.15972,-3.43712,8901,27474,"Carrasco2019","sal-2","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","November","20/11/2016",2016,"20/11/2016","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_11",0,"Anopheles darlingi","minimal","primary vegetation-minimal",3,0.582842809174421
"154","1618_11",1618,-73.15805,-3.43886,8903,27476,"Carrasco2019","sal-3","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","07/09/2016",2016,"23/02/2017","larval dip",0.666666667,"average visits","outdoor","both",NA,"larvae",10,6.666666667,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_1",14.9999999925,"Anopheles darlingi","minimal","primary vegetation-minimal",18,3.49705685504653
"155","1618_12",1618,-73.158,-3.44104,8904,27477,"Carrasco2019","sal-4","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","07/09/2016",2016,"23/02/2017","larval dip",0.666666667,"average visits","outdoor","both",NA,"larvae",4,2.666666667,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_1",5.999999997,"Anopheles darlingi","minimal","primary vegetation-minimal",35,6.79983277370158
"156","1618_14",1618,-73.15396,-3.44511,8906,27479,"Carrasco2019","sal-6","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","07/09/2016",2016,"24/02/2017","larval dip",0.666666667,"average visits","outdoor","both",NA,"larvae",22,14.66666667,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_2",32.9999999835,"Anopheles darlingi","minimal","primary vegetation-minimal",22,4.27418060061242
"157","1618_15",1618,-73.15293,-3.44536,8908,27481,"Carrasco2019","sal-7","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","08/09/2016",2016,"24/02/2017","larval dip",1,"average visits","outdoor","both",NA,"larvae",24,24,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_3",24,"Anopheles darlingi","minimal","primary vegetation-minimal",1,0.194280936391474
"158","1618_16",1618,-73.15191,-3.44529,8909,27482,"Carrasco2019","sal-8","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","08/09/2016",2016,"24/02/2017","larval dip",0.333333333,"average visits","outdoor","both",NA,"larvae",15,5,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_3",45.000000045,"Anopheles darlingi","minimal","primary vegetation-minimal",1,0.194280936391474
"159","1618_17",1618,-73.15312,-3.44599,8907,27480,"Carrasco2019","sal-9","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","08/09/2016",2016,"24/02/2017","larval dip",0.666666667,"average visits","outdoor","both",NA,"larvae",13,8.666666667,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_3",19.49999999025,"Anopheles darlingi","minimal","primary vegetation-minimal",1,0.194280936391474
"160","1618_18",1618,-73.06664,-3.36296,8910,27483,"Carrasco2019","urc-1","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","09/09/2016",2016,"27/02/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_4",0,"Anopheles darlingi","minimal","primary vegetation-minimal",1,0.194280936391474
"161","1618_19",1618,-73.06537,-3.36112,8912,27485,"Carrasco2019","urc-2","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","09/09/2016",2016,"27/02/2017","larval dip",0.333333333,"average visits","outdoor","both",NA,"larvae",3,1,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_4",9.000000009,"Anopheles darlingi","minimal","primary vegetation-minimal",1,0.194280936391474
"162","1618_2",1618,-73.21913,-3.49432,8900,27473,"Carrasco2019","lib-2","1618_1","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-March","12/09/2016",2016,"01/03/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_7",0,"Anopheles darlingi","minimal","primary vegetation-minimal",5,0.971404681957369
"163","1618_20",1618,-73.06551,-3.35754,8911,27484,"Carrasco2019","urc-3","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","09/09/2016",2016,"27/02/2017","larval dip",1,"average visits","outdoor","both",NA,"larvae",9,9,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_4",9,"Anopheles darlingi","minimal","primary vegetation-minimal",10,1.94280936391474
"164","1618_21",1618,-73.06454,-3.3584,8913,27486,"Carrasco2019","urc-4","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","09/09/2016",2016,"27/02/2017","larval dip",0.333333333,"average visits","outdoor","both",NA,"larvae",1,0.333333333,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_4",3.000000003,"Anopheles darlingi","minimal","primary vegetation-minimal",11,2.13709030030621
"165","1618_22",1618,-73.06309,-3.36002,8914,27487,"Carrasco2019","urc-5","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","10/09/2016",2016,"27/02/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_5",0,"Anopheles darlingi","minimal","primary vegetation-minimal",3,0.582842809174421
"166","1618_23",1618,-73.0616,-3.35959,8916,27489,"Carrasco2019","urc-6","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","10/09/2016",2016,"27/02/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_5",0,"Anopheles darlingi","minimal","primary vegetation-minimal",4,0.777123745565895
"167","1618_24",1618,-73.06221,-3.35842,8915,27488,"Carrasco2019","urc-7","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","10/09/2016",2016,"27/02/2017","larval dip",1,"average visits","outdoor","both",NA,"larvae",8,8,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_5",8,"Anopheles darlingi","minimal","primary vegetation-minimal",10,1.94280936391474
"168","1618_25",1618,-73.05984,-3.35862,8917,27490,"Carrasco2019","urc-8","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","10/09/2016",2016,"28/02/2017","larval dip",0.333333333,"average visits","outdoor","both",NA,"larvae",5,1.666666667,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_6",15.000000015,"Anopheles darlingi","minimal","primary vegetation-minimal",0,0
"169","1618_26",1618,-73.05787,-3.35732,8918,27491,"Carrasco2019","urc-9","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","10/09/2016",2016,"28/02/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_6",0,"Anopheles darlingi","minimal","primary vegetation-minimal",11,2.13709030030621
"170","1618_27",1618,-73.3162566,-3.4467482,8890,27463,"Carrasco2019","vbu-1","1618_4","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-March","15/09/2016",2016,"04/03/2017","larval dip",0.333333333,"average visits","outdoor","both",NA,"larvae",1,0.333333333,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_9",3.000000003,"Anopheles darlingi","minimal","primary vegetation-minimal",12,2.33137123669769
"171","1618_28",1618,-73.316955,-3.44768,8888,27461,"Carrasco2019","vbu-2","1618_4","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-November","15/09/2016",2016,"29/11/2016","larval dip",0.5,"average visits","outdoor","both",NA,"larvae",1,0.5,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_10",2,"Anopheles darlingi","minimal","primary vegetation-minimal",13,2.52565217308916
"172","1618_29",1618,-73.316387,-3.447914,8889,27462,"Carrasco2019","vbu-3","1618_4","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-November","15/09/2016",2016,"29/11/2016","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_10",0,"Anopheles darlingi","minimal","primary vegetation-minimal",8,1.55424749113179
"173","1618_3",1618,-73.22166,-3.4948,8898,27471,"Carrasco2019","lib-3","1618_1","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-March","12/09/2016",2016,"01/03/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_7",0,"Anopheles darlingi","minimal","primary vegetation-minimal",6,1.16568561834884
"174","1618_30",1618,-73.31446,-3.448489,8892,27465,"Carrasco2019","vbu-4","1618_4","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-November","15/09/2016",2016,"29/11/2016","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_10",0,"Anopheles darlingi","minimal","primary vegetation-minimal",0,0
"175","1618_31",1618,-73.315873,-3.448655,8891,27464,"Carrasco2019","vbu-5","1618_4","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-November","15/09/2016",2016,"29/11/2016","larval dip",0.5,"average visits","outdoor","both",NA,"larvae",2,1,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_10",4,"Anopheles darlingi","minimal","primary vegetation-minimal",2,0.388561872782948
"176","1618_4",1618,-73.22253,-3.49345,8897,27470,"Carrasco2019","lib-4","1618_1","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-March","12/09/2016",2016,"01/03/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_7",0,"Anopheles darlingi","minimal","primary vegetation-minimal",4,0.777123745565895
"177","1618_5",1618,-73.22355,-3.49554,8896,27469,"Carrasco2019","lib-5","1618_1","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-March","12/09/2016",2016,"01/03/2017","larval dip",1,"average visits","outdoor","both",NA,"larvae",19,19,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_7",19,"Anopheles darlingi","minimal","primary vegetation-minimal",18,3.49705685504653
"178","1618_6",1618,-73.23394,-3.49636,8894,27467,"Carrasco2019","lib-6","1618_1","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-March","12/09/2016",2016,"02/03/2017","larval dip",0.333333333,"average visits","outdoor","both",NA,"larvae",6,2,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_8",18.000000018,"Anopheles darlingi","minimal","primary vegetation-minimal",22,4.27418060061242
"179","1618_7",1618,-73.22825,-3.4968,8895,27468,"Carrasco2019","lib-7","1618_1","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-March","12/09/2016",2016,"01/03/2017","larval dip",1,"average visits","outdoor","both",NA,"larvae",20,20,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_7",20,"Anopheles darlingi","minimal","primary vegetation-minimal",34,6.60555183731011
"180","1618_8",1618,-73.23728,-3.49387,8893,27466,"Carrasco2019","lib-8","1618_1","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-March","12/09/2016",2016,"02/03/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_8",0,"Anopheles darlingi","minimal","primary vegetation-minimal",11,2.13709030030621
"181","1618_9",1618,-73.15809,-3.43365,8902,27475,"Carrasco2019","sal-1","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","07/09/2016",2016,"23/02/2017","larval dip",0.666666667,"average visits","outdoor","both",NA,"larvae",30,20,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_1",44.9999999775,"Anopheles darlingi","minimal","primary vegetation-minimal",54,10.4911705651396
"182","1635_1",1635,-59.98988333,-3.096380556,9131,27734,"Ferreira2017","Area 1","1635_1","Brazil","broad primary vegetation cover and ornamental plants","broad primary vegetation cover and ornamental plants","primary vegetation","light","Aedes aegypti","Aedes","aegypti","abundance","April-July and January-August and March","2005-04",2005,"2007-03","sampled from Alocasia macrorrhizos plants",2988,"collection hours","outdoor","transition",NA,"immature",7,NA,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","1635_2",0.00234270414993307,"Aedes aegypti","substantial","primary vegetation-substantial",7,1.35996655474032
