"","X","study_number","lon","lat","reference","site_name","site_number","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI"
"1377",5224,1432,-74.21025278,-4.193180556,"Prussing2018","SEM","1432_3","1432_3","Peru",NA,"tropical rainforest","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","monthly abundance","June","2015-05",2015,"2015-09","HLC",24,"man hours","indoor","wet","night","adult",57,NA,"Anopheles_darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1432_13",2.375,"Anopheles darlingi","minimal","primary vegetation-minimal"
"1378",5225,1432,-74.21025278,-4.193180556,"Prussing2018","SEM","1432_3","1432_3","Peru",NA,"tropical rainforest","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","monthly abundance","June","2015-05",2015,"2015-09","HLC",24,"man hours","outdoor","wet","night","adult",121,NA,"Anopheles_darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1432_27",5.04166666666667,"Anopheles darlingi","minimal","primary vegetation-minimal"
"1379",5226,1432,-74.21025278,-4.193180556,"Prussing2018","SEM","1432_3","1432_3","Peru",NA,"tropical rainforest","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","monthly abundance","May","2015-05",2015,"2015-09","HLC",24,"man hours","indoor","wet","night","adult",26,NA,"Anopheles_darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1432_14",1.08333333333333,"Anopheles darlingi","minimal","primary vegetation-minimal"
"1380",5227,1432,-74.21025278,-4.193180556,"Prussing2018","SEM","1432_3","1432_3","Peru",NA,"tropical rainforest","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","monthly abundance","May","2015-05",2015,"2015-09","HLC",24,"man hours","outdoor","wet","night","adult",75,NA,"Anopheles_darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1432_28",3.125,"Anopheles darlingi","minimal","primary vegetation-minimal"
"1381",5228,1432,-74.21025278,-4.193180556,"Prussing2018","SEM","1432_3","1432_3","Peru",NA,"tropical rainforest","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","monthly abundance","September","2015-05",2015,"2015-09","HLC",24,"man hours","indoor","dry","night","adult",11,NA,"Anopheles_darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1432_5",0.458333333333333,"Anopheles darlingi","minimal","primary vegetation-minimal"
"1382",5229,1432,-74.21025278,-4.193180556,"Prussing2018","SEM","1432_3","1432_3","Peru",NA,"tropical rainforest","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","monthly abundance","September","2015-05",2015,"2015-09","HLC",24,"man hours","outdoor","dry","night","adult",28,NA,"Anopheles_darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1432_19",1.16666666666667,"Anopheles darlingi","minimal","primary vegetation-minimal"
"1429",5424,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes aegypti","Aedes","aegypti","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes aegypti","substantial","primary vegetation-substantial"
"1430",5425,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes aegypti","Aedes","aegypti","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",35,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",1.75,"Aedes aegypti","substantial","primary vegetation-substantial"
"1431",5426,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes aegypti","Aedes","aegypti","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0,"Aedes aegypti","substantial","primary vegetation-substantial"
"1432",5427,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes albopictus","Aedes","albopictus","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes albopictus","substantial","primary vegetation-substantial"
"1433",5428,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes albopictus","Aedes","albopictus","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",31,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",1.55,"Aedes albopictus","substantial","primary vegetation-substantial"
"1434",5429,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes albopictus","Aedes","albopictus","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",4,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.2,"Aedes albopictus","substantial","primary vegetation-substantial"
"1435",5430,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes fluviatilis","Aedes","fluviatilis","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes fluviatilis","substantial","primary vegetation-substantial"
"1436",5431,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes fluviatilis","Aedes","fluviatilis","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes fluviatilis","substantial","primary vegetation-substantial"
"1437",5432,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes fluviatilis","Aedes","fluviatilis","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",3,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.15,"Aedes fluviatilis","substantial","primary vegetation-substantial"
"1438",5433,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes scapularis","Aedes","scapularis","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",1,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0.05,"Aedes scapularis","substantial","primary vegetation-substantial"
"1439",5434,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes scapularis","Aedes","scapularis","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes scapularis","substantial","primary vegetation-substantial"
"1440",5435,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes scapularis","Aedes","scapularis","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",83,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",4.15,"Aedes scapularis","substantial","primary vegetation-substantial"
"1441",5436,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes serratus","Aedes","serratus","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",2,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0.1,"Aedes serratus","substantial","primary vegetation-substantial"
"1442",5437,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes serratus","Aedes","serratus","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes serratus","substantial","primary vegetation-substantial"
"1443",5438,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes serratus","Aedes","serratus","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",1,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.05,"Aedes serratus","substantial","primary vegetation-substantial"
"1444",5439,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes terrens","Aedes","terrens","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",7,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0.35,"Aedes terrens","substantial","primary vegetation-substantial"
"1445",5440,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes terrens","Aedes","terrens","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes terrens","substantial","primary vegetation-substantial"
"1446",5441,1489,-46.6200833333333,-23.4104,"Wilk2020","Pinheirinho trail","1489_3","1489_2","Brazil","fewer changes in vegetation, natural streams and preserved forest, visitation is intense","Atlantic forest","primary vegetation","intense","Aedes terrens","Aedes","terrens","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",16,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0.8,"Aedes terrens","substantial","primary vegetation-substantial"
"1465",5484,1489,-46.6357166666667,-23.4510333333333,"Wilk2020","Administration area","1489_1","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes aegypti","Aedes","aegypti","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes aegypti","substantial","secondary vegetation-substantial"
"1466",5485,1489,-46.6357166666667,-23.4510333333333,"Wilk2020","Administration area","1489_1","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes aegypti","Aedes","aegypti","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0,"Aedes aegypti","substantial","secondary vegetation-substantial"
"1467",5486,1489,-46.6357166666667,-23.4510333333333,"Wilk2020","Administration area","1489_1","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes aegypti","Aedes","aegypti","nocturnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and Shannon trap",20,"collection days","outdoor",NA,"18:00-06:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_3",0,"Aedes aegypti","substantial","secondary vegetation-substantial"
"1468",5487,1489,-46.6357166666667,-23.4510333333333,"Wilk2020","Administration area","1489_1","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes albopictus","Aedes","albopictus","diurnal adults","Jan-Dec","2015-02",2017,"2017-04","CDC light trap with CO2 and aspirator",20,"collection days","outdoor",NA,"14:00-18:00","adult",0,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_2",0,"Aedes albopictus","substantial","secondary vegetation-substantial"
"1469",5488,1489,-46.6357166666667,-23.4510333333333,"Wilk2020","Administration area","1489_1","1489_1","Brazil","daily circulation of employees, fewer visitors, regenerated vegetation","Atlantic forest","secondary vegetation","light","Aedes albopictus","Aedes","albopictus","immature forms","Jan-Dec","2015-02",2017,"2017-04","suction samplers and entomological spoons",20,"collection days","outdoor",NA,"08:00-14:00","immature",8,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","1489_1",0.4,"Aedes albopictus","substantial","secondary vegetation-substantial"
